============================= test session starts ==============================
platform linux -- Python 3.12.13, pytest-9.1.1, pluggy-1.6.0 -- /app/.venv/bin/python
cachedir: .pytest_cache
rootdir: /app
configfile: pyproject.toml
testpaths: tests
plugins: cov-7.1.0, anyio-4.14.1, asyncio-1.4.0
tests/unit/test_docker_ops.py::test_run_compose_command_down_success PASSED [ 48%]
tests/unit/test_docker_ops.py::test_run_compose_command_restart_success PASSED [ 49%]
tests/unit/test_docker_ops.py::test_compose_ps PASSED                    [ 49%]
tests/unit/test_docker_ops.py::test_compose_ps_invalid_json PASSED       [ 49%]
tests/unit/test_docker_ops.py::test_compose_logs PASSED                  [ 49%]
tests/unit/test_docker_ops.py::test_ps_all PASSED                        [ 49%]
tests/unit/test_docker_ops.py::test_container_stop PASSED                [ 49%]
tests/unit/test_docker_ops.py::test_container_start PASSED               [ 49%]
tests/unit/test_docker_ops.py::test_container_stats PASSED               [ 50%]
tests/unit/test_docker_ops.py::test_container_logs_live PASSED           [ 50%]
tests/unit/test_docker_ops.py::test_exec_command_no_env PASSED           [ 50%]
tests/unit/test_docker_ops.py::test_exec_command_with_env PASSED         [ 50%]
tests/unit/test_docker_ops_edge.py::test_run_compose_command_oserror PASSED [ 50%]
tests/unit/test_docker_ops_edge.py::test_compose_ps_oserror PASSED       [ 50%]
tests/unit/test_docker_ops_edge.py::test_compose_logs_oserror PASSED     [ 50%]
tests/unit/test_docker_ops_edge.py::test_ps_all_oserror PASSED           [ 51%]
tests/unit/test_docker_ops_edge.py::test_container_stop_oserror PASSED   [ 51%]
tests/unit/test_docker_ops_edge.py::test_container_start_oserror PASSED  [ 51%]
tests/unit/test_docker_ops_edge.py::test_container_stats_oserror PASSED  [ 51%]
tests/unit/test_docker_ops_edge.py::test_container_logs_live_oserror PASSED [ 51%]
tests/unit/test_file_manager.py::test_path_validation PASSED             [ 51%]
tests/unit/test_file_manager.py::test_unauthenticated_access PASSED      [ 52%]
tests/unit/test_file_manager.py::test_file_manager_page PASSED           [ 52%]
tests/unit/test_file_manager.py::test_system_terminal_page PASSED        [ 52%]
tests/unit/test_file_manager.py::test_list_files PASSED                  [ 52%]
tests/unit/test_file_manager.py::test_file_crud_operations PASSED        [ 52%]
tests/unit/test_file_manager.py::test_create_directory_and_upload PASSED [ 52%]
tests/unit/test_file_manager.py::test_websocket_terminal_unauthorized PASSED [ 52%]
tests/unit/test_file_manager.py::test_websocket_terminal_authorized PASSED [ 53%]
tests/unit/test_health.py::test_check_post_update_success PASSED         [ 53%]
tests/unit/test_health.py::test_check_post_update_failure_then_success PASSED [ 53%]
tests/unit/test_health.py::test_check_post_update_timeout PASSED         [ 53%]
tests/unit/test_health.py::test_docker_health_monitor_loop PASSED        [ 53%]
tests/unit/test_health.py::test_docker_health_monitor_loop_exception PASSED [ 53%]
tests/unit/test_ipban.py::TestIPBanModel::test_create_ban PASSED         [ 53%]
tests/unit/test_ipban.py::TestIPBanModel::test_ban_expiry PASSED         [ 54%]
tests/unit/test_ipban.py::TestLoginAttemptModel::test_create_attempt PASSED [ 54%]
tests/unit/test_ipban.py::TestLoginAttemptModel::test_multiple_attempts PASSED [ 54%]
tests/unit/test_ipban.py::TestIPBanLogic::test_is_ip_banned_false PASSED [ 54%]
tests/unit/test_ipban.py::TestIPBanLogic::test_is_ip_banned_true PASSED  [ 54%]
tests/unit/test_ipban.py::TestIPBanLogic::test_record_login_failure_triggers_ban PASSED [ 54%]
tests/unit/test_ipban.py::TestIPBanLogic::test_successful_login_no_ban PASSED [ 55%]
tests/unit/test_ipban.py::TestIPBanLogic::test_unban_ip PASSED           [ 55%]
tests/unit/test_ipban.py::TestIPBanLogic::test_get_banned_ips PASSED     [ 55%]
tests/unit/test_ipban.py::TestSecurityApp::test_security_routes_registered PASSED [ 55%]
tests/unit/test_ipban.py::TestSecurityApp::test_security_overview_degrades_when_db_panels_fail PASSED [ 55%]
tests/unit/test_ipban.py::test_ban_ip_adds_record PASSED                 [ 55%]
tests/unit/test_ipban.py::test_ban_ip_duplicate_rejected PASSED          [ 55%]
tests/unit/test_ipban.py::test_ban_ip_no_expiry PASSED                   [ 56%]
tests/unit/test_ipban.py::TestSystemApp::test_system_routes_registered PASSED [ 56%]
tests/unit/test_ipban.py::test_ban_ips_bulk PASSED                       [ 56%]
tests/unit/test_limiter.py::test_ratelimiter_initialization PASSED       [ 56%]
tests/unit/test_limiter.py::test_ratelimiter_is_allowed_happy_path PASSED [ 56%]
tests/unit/test_limiter.py::test_ratelimiter_is_allowed_exceeds_limit PASSED [ 56%]
tests/unit/test_limiter.py::test_ratelimiter_window_expiration PASSED    [ 56%]
tests/unit/test_limiter.py::test_ratelimiter_multi_key_isolation PASSED  [ 57%]
tests/unit/test_limiter.py::test_ratelimiter_cleanup_removes_empty_keys PASSED [ 57%]
tests/unit/test_logs.py::test_read_log_valid_file PASSED                 [ 57%]
tests/unit/test_logs.py::test_read_log_invalid_file PASSED               [ 57%]
tests/unit/test_logs.py::test_read_log_tail PASSED                       [ 57%]
tests/unit/test_logs.py::test_read_journal_async_direct_success PASSED   [ 57%]
tests/unit/test_logs.py::test_read_journal_async_fallback_success PASSED [ 58%]
tests/unit/test_logs.py::test_read_journal_async_failure PASSED          [ 58%]
tests/unit/test_logs.py::test_journal_partial PASSED                     [ 58%]
tests/unit/test_logs.py::test_applog_partial PASSED                      [ 58%]
tests/unit/test_logs.py::test_journal_partial_integration PASSED         [ 58%]
tests/unit/test_logs.py::test_applog_partial_integration PASSED          [ 58%]
tests/unit/test_malware_scanner.py::test_check_docker_clamav_success PASSED [ 58%]
tests/unit/test_malware_scanner.py::test_check_docker_clamav_fail PASSED [ 59%]
tests/unit/test_malware_scanner.py::test_pull_clamav PASSED              [ 59%]
tests/unit/test_malware_scanner.py::test_update_definitions_success PASSED [ 59%]
tests/unit/test_malware_scanner.py::test_update_definitions_timeout PASSED [ 59%]
tests/unit/test_malware_scanner.py::test_scan_with_clamav PASSED         [ 59%]
tests/unit/test_malware_scanner.py::test_scan_with_clamav_timeout PASSED [ 59%]
tests/unit/test_malware_scanner.py::test_scan_patterns_not_found PASSED  [ 60%]
tests/unit/test_malware_scanner.py::test_scan_patterns_clean PASSED      [ 60%]
tests/unit/test_malware_scanner.py::test_scan_patterns_infected PASSED   [ 60%]
tests/unit/test_malware_scanner.py::test_extract_volumes PASSED          [ 60%]
tests/unit/test_malware_scanner.py::test_scan_app_not_found PASSED       [ 60%]
tests/unit/test_malware_scanner.py::test_scan_app PASSED                 [ 60%]
tests/unit/test_malware_scanner.py::test_scan_all PASSED                 [ 60%]
tests/unit/test_malware_scanner.py::test_scan_all_no_dir PASSED          [ 61%]
tests/unit/test_malware_scanner.py::test_scan_path PASSED                [ 61%]
tests/unit/test_malware_scanner.py::test_get_clamav_version PASSED       [ 61%]
tests/unit/test_malware_scanner.py::test_scan_patterns_exceptions PASSED [ 61%]
tests/unit/test_malware_scanner.py::test_extract_volumes_exception PASSED [ 61%]
tests/unit/test_malware_scanner.py::test_scan_path_skip_non_dir PASSED   [ 61%]
tests/unit/test_malware_scanner.py::test_get_host_memory_gb PASSED       [ 61%]
tests/unit/test_malware_scanner.py::test_clamav_daemon_scanner_scan PASSED [ 62%]
tests/unit/test_malware_scanner.py::test_scan_patterns_exclusions PASSED [ 62%]
tests/unit/test_migrations.py::test_init_db_creates_is_main_domain_column PASSED [ 62%]
tests/unit/test_models.py::TestModels::test_create_tables PASSED         [ 62%]
tests/unit/test_models.py::TestModels::test_audit_log PASSED             [ 62%]
tests/unit/test_models.py::TestModels::test_subdomain_relationships PASSED [ 62%]
tests/unit/test_notifier.py::TestSendTelegram::test_send_telegram_no_config PASSED [ 63%]
tests/unit/test_notifier.py::TestSendTelegram::test_send_telegram_success PASSED [ 63%]
tests/unit/test_notifier.py::TestSendTelegram::test_send_telegram_http_error PASSED [ 63%]
tests/unit/test_notifier.py::TestSendTelegram::test_send_telegram_exception PASSED [ 63%]
tests/unit/test_notifier.py::TestNotifyFunctions::test_notify_app_backup PASSED [ 63%]
tests/unit/test_notifier.py::TestNotifyFunctions::test_notify_app_update PASSED [ 63%]
tests/unit/test_notifier.py::TestNotifyFunctions::test_notify_app_deploy PASSED [ 63%]
tests/unit/test_notifier.py::TestNotifyFunctions::test_notify_app_delete PASSED [ 64%]
tests/unit/test_notifier.py::TestNotifyFunctions::test_notify_login_failed PASSED [ 64%]
tests/unit/test_notifier.py::TestNotifyFunctions::test_notify_login_success PASSED [ 64%]
tests/unit/test_notifier.py::TestNotifyFunctions::test_notify_ssl_expiring PASSED [ 64%]
tests/unit/test_notifier.py::TestNotifyFunctions::test_notify_ssl_expiring_truncates PASSED [ 64%]
tests/unit/test_notifier.py::TestNotifyFunctions::test_notify_system_alarm PASSED [ 64%]
tests/unit/test_notifier.py::TestNotifyFunctions::test_notify_test PASSED [ 64%]
tests/unit/test_rate_limits.py::test_setup_2fa_rate_limit PASSED         [ 65%]
tests/unit/test_rate_limits.py::test_settings_update_rate_limit PASSED   [ 65%]
tests/unit/test_rate_limits.py::test_file_save_rate_limit PASSED         [ 65%]
tests/unit/test_render.py::test_get_templates PASSED                     [ 65%]
tests/unit/test_render.py::test_render PASSED                            [ 65%]
tests/unit/test_render.py::test_render_template_not_found PASSED         [ 65%]
tests/unit/test_render.py::test_render_no_context PASSED                 [ 66%]
tests/unit/test_repo_detector.py::test_detect_wordpress_by_config PASSED [ 66%]
tests/unit/test_repo_detector.py::test_detect_wordpress_by_dir PASSED    [ 66%]
tests/unit/test_repo_detector.py::test_detect_nextjs PASSED              [ 66%]
tests/unit/test_repo_detector.py::test_detect_nextjs_mjs PASSED          [ 66%]
tests/unit/test_repo_detector.py::test_detect_nodejs PASSED              [ 66%]
tests/unit/test_repo_detector.py::test_detect_python_fastapi PASSED      [ 66%]
tests/unit/test_repo_detector.py::test_detect_python_flask PASSED        [ 67%]
tests/unit/test_repo_detector.py::test_detect_python_generic PASSED      [ 67%]
tests/unit/test_repo_detector.py::test_detect_python_pyproject PASSED    [ 67%]
tests/unit/test_repo_detector.py::test_detect_static_site PASSED         [ 67%]
tests/unit/test_repo_detector.py::test_detect_dockerfile PASSED          [ 67%]
tests/unit/test_repo_detector.py::test_detect_unknown PASSED             [ 67%]
tests/unit/test_repo_detector.py::test_detect_empty_repo PASSED          [ 67%]
tests/unit/test_repo_detector.py::test_detect_ghost PASSED               [ 68%]
tests/unit/test_repo_detector.py::test_detect_ghost_by_dir PASSED        [ 68%]
tests/unit/test_repo_detector_edge.py::test_clone_repo_timeout PASSED    [ 68%]
tests/unit/test_repo_detector_edge.py::test_clone_repo_oserror PASSED    [ 68%]
tests/unit/test_repo_detector_edge.py::test_clone_repo_nonzero_exit PASSED [ 68%]
tests/unit/test_repo_detector_edge.py::test_cleanup_exception PASSED     [ 68%]
tests/unit/test_security_core.py::test_run_cmd_success PASSED            [ 69%]
tests/unit/test_security_core.py::test_run_cmd_stderr_fallback PASSED    [ 69%]
tests/unit/test_security_core.py::test_run_cmd_exception PASSED          [ 69%]
tests/unit/test_security_core.py::test_firewall_status_active PASSED     [ 69%]
tests/unit/test_security_core.py::test_firewall_status_inactive PASSED   [ 69%]
tests/unit/test_security_core.py::test_firewall_status_not_found PASSED  [ 69%]
tests/unit/test_security_core.py::test_fail2ban_status_active PASSED     [ 69%]
tests/unit/test_security_core.py::test_fail2ban_status_not_found PASSED  [ 70%]
tests/unit/test_security_core.py::test_fail2ban_status_no_jails PASSED   [ 70%]
tests/unit/test_security_core.py::test_fail2ban_status_sudo_required PASSED [ 70%]
tests/unit/test_security_core.py::test_ensure_fail2ban_jails PASSED      [ 70%]
tests/unit/test_security_core.py::test_ban_ip_address PASSED             [ 70%]
tests/unit/test_security_core.py::test_ban_ip_address_ufw_fails PASSED   [ 70%]
tests/unit/test_security_core.py::test_unban_ip_address PASSED           [ 70%]
tests/unit/test_security_core.py::test_run_cmd_sudo_with_password PASSED [ 71%]
tests/unit/test_security_core.py::test_run_cmd_sudo_with_password_and_existing_input PASSED [ 71%]
tests/unit/test_security_core.py::test_get_client_ip PASSED              [ 71%]
tests/unit/test_security_core.py::test_detect_ssh_port_success PASSED    [ 71%]
tests/unit/test_security_core.py::test_detect_ssh_port_permission_fallback PASSED [ 71%]
tests/unit/test_security_core.py::test_detect_ssh_port_fallback_default PASSED [ 71%]
tests/unit/test_security_core.py::test_parse_ufw_rules PASSED            [ 72%]
tests/unit/test_security_core.py::test_ufw_delete_rule_lockout PASSED    [ 72%]
tests/unit/test_security_core.py::test_ufw_lockout_protection_on_enable PASSED [ 72%]
tests/unit/test_security_core.py::test_get_jail_config PASSED            [ 72%]
tests/unit/test_security_core.py::test_save_jail_config_success PASSED   [ 72%]
tests/unit/test_security_core.py::test_save_jail_config_validation PASSED [ 72%]
tests/unit/test_security_core.py::test_parse_lynis_report PASSED         [ 72%]
tests/unit/test_security_core.py::test_run_lynis_audit_success PASSED    [ 73%]
tests/unit/test_security_core.py::test_run_lynis_audit_missing_install_success PASSED [ 73%]
tests/unit/test_security_ddos_helpers.py::test_ensure_sudoers_success PASSED [ 73%]
tests/unit/test_security_ddos_helpers.py::test_ensure_sudoers_no_password PASSED [ 73%]
tests/unit/test_security_ddos_helpers.py::test_ensure_sudoers_with_password PASSED [ 73%]
tests/unit/test_security_ddos_helpers.py::test_ensure_sudoers_with_password_exception PASSED [ 73%]
tests/unit/test_security_ddos_helpers.py::test_iptables PASSED           [ 73%]
tests/unit/test_security_ddos_helpers.py::test_is_shield_active PASSED   [ 74%]
tests/unit/test_security_ddos_helpers.py::test_is_shield_active_inactive PASSED [ 74%]
tests/unit/test_security_ddos_helpers.py::test_enable_shield PASSED      [ 74%]
tests/unit/test_security_ddos_helpers.py::test_enable_shield_with_errors PASSED [ 74%]
tests/unit/test_security_ddos_helpers.py::test_disable_shield PASSED     [ 74%]
tests/unit/test_security_ddos_helpers.py::test_security_ddos_status_unauthorized PASSED [ 74%]
tests/unit/test_security_ddos_helpers.py::test_security_ddos_status_active PASSED [ 75%]
tests/unit/test_security_ddos_helpers.py::test_security_ddos_status_inactive PASSED [ 75%]
tests/unit/test_security_ddos_helpers.py::test_security_ddos_enable_unauthorized PASSED [ 75%]
tests/unit/test_security_ddos_helpers.py::test_security_ddos_enable_no_sudoers PASSED [ 75%]
tests/unit/test_security_ddos_helpers.py::test_security_ddos_enable_success PASSED [ 75%]
tests/unit/test_security_ddos_helpers.py::test_security_ddos_enable_with_errors PASSED [ 75%]
tests/unit/test_security_ddos_helpers.py::test_security_ddos_disable_unauthorized PASSED [ 75%]
tests/unit/test_security_ddos_helpers.py::test_security_ddos_disable_success PASSED [ 76%]
tests/unit/test_security_ddos_helpers.py::test_security_ddos_block_ip_unauthorized PASSED [ 76%]
tests/unit/test_security_ddos_helpers.py::test_security_ddos_block_ip_invalid PASSED [ 76%]
tests/unit/test_security_ddos_helpers.py::test_security_ddos_block_ip_success PASSED [ 76%]
tests/unit/test_security_ddos_helpers.py::test_security_ddos_block_ip_failure PASSED [ 76%]
tests/unit/test_security_ddos_helpers.py::test_security_ddos_unblock_ip_unauthorized PASSED [ 76%]
tests/unit/test_security_ddos_helpers.py::test_security_ddos_unblock_ip_invalid PASSED [ 76%]
tests/unit/test_security_ddos_helpers.py::test_security_ddos_unblock_ip_success PASSED [ 77%]
tests/unit/test_security_ddos_helpers.py::test_security_ddos_unblock_ip_failure PASSED [ 77%]
tests/unit/test_security_ddos_helpers.py::test_security_ddos_top_connections_unauthorized PASSED [ 77%]
tests/unit/test_security_ddos_helpers.py::test_security_ddos_top_connections_empty PASSED [ 77%]
tests/unit/test_security_ddos_helpers.py::test_security_ddos_top_connections_with_data PASSED [ 77%]
tests/unit/test_security_ddos_helpers.py::test_security_ddos_top_connections_fallback PASSED [ 77%]
tests/unit/test_security_ddos_helpers.py::test_security_protect_all_unauthorized PASSED [ 78%]
tests/unit/test_security_ddos_helpers.py::test_security_protect_all_success PASSED [ 78%]
tests/unit/test_security_ddos_helpers.py::test_security_protect_all_partial_failure PASSED [ 78%]
tests/unit/test_security_ddos_helpers.py::test_security_protect_all_shield_with_errors PASSED [ 78%]
tests/unit/test_session.py::TestSession::test_get_engine PASSED          [ 78%]
tests/unit/test_session.py::TestSession::test_get_engine_singleton PASSED [ 78%]
tests/unit/test_session.py::TestSession::test_get_sessionmaker PASSED    [ 78%]
tests/unit/test_session.py::TestSession::test_get_sessionmaker_singleton PASSED [ 79%]
tests/unit/test_session.py::TestSession::test_get_db PASSED              [ 79%]
tests/unit/test_session.py::TestSession::test_init_db PASSED             [ 79%]
tests/unit/test_ssl.py::test_sanitize_removes_dangerous_characters PASSED [ 79%]
tests/unit/test_ssl.py::test_generate_caddyfile_prevents_injection PASSED [ 79%]
tests/unit/test_ssl.py::test_sanitize_removes_backslashes PASSED         [ 79%]
tests/unit/test_ssl.py::test_get_acme_config PASSED                      [ 80%]
tests/unit/test_ssl.py::test_get_tls_block PASSED                        [ 80%]
tests/unit/test_ssl.py::test_ssl_generate_form_as_form PASSED            [ 80%]
tests/unit/test_ssl.py::test_generate_caddyfile_no_dns_no_acme_clause PASSED [ 80%]
tests/unit/test_ssl.py::test_check_caddy_running PASSED                  [ 80%]
tests/unit/test_ssl.py::test_check_port80 PASSED                         [ 80%]
tests/unit/test_ssl.py::test_ssl_setup_no_user PASSED                    [ 80%]
tests/unit/test_ssl.py::test_ssl_generate_no_user PASSED                 [ 81%]
tests/unit/test_ssl.py::test_ssl_renew_no_user PASSED                    [ 81%]
tests/unit/test_ssl.py::test_ssl_renew_invalid_domain PASSED             [ 81%]
tests/unit/test_ssl.py::test_ssl_renew_all_no_user PASSED                [ 81%]
tests/unit/test_ssl.py::test_ssl_setup_with_user PASSED                  [ 81%]
tests/unit/test_ssl.py::test_ssl_generate_with_user PASSED               [ 81%]
tests/unit/test_ssl.py::test_ssl_renew_with_user PASSED                  [ 81%]
tests/unit/test_ssl.py::test_ssl_renew_all_with_user PASSED              [ 82%]
tests/unit/test_ssl.py::test_ssl_renew_exception PASSED                  [ 82%]
tests/unit/test_ssl.py::test_validate_domain_empty PASSED                [ 82%]
tests/unit/test_ssl.py::test_get_acme_config_buypass PASSED              [ 82%]
tests/unit/test_ssl.py::test_get_acme_config_google PASSED               [ 82%]
tests/unit/test_ssl.py::test_get_acme_config_unknown PASSED              [ 82%]
tests/unit/test_ssl.py::test_get_acme_config_zerossl PASSED              [ 83%]
tests/unit/test_ssl.py::test_generate_caddyfile_invalid_domain PASSED    [ 83%]
tests/unit/test_ssl.py::test_generate_caddyfile_invalid_panel_sub PASSED [ 83%]
tests/unit/test_ssl.py::test_generate_caddyfile_zerossl_no_dns PASSED    [ 83%]
tests/unit/test_ssl.py::test_generate_caddyfile_acme_clause PASSED       [ 83%]
tests/unit/test_ssl.py::test_ssl_generate_invalid_domain PASSED          [ 83%]
tests/unit/test_ssl.py::test_ssl_generate_invalid_panel_sub PASSED       [ 83%]
tests/unit/test_ssl.py::test_ssl_generate_value_error PASSED             [ 84%]
tests/unit/test_ssl_generate.py::test_caddyfile_injection PASSED         [ 84%]
tests/unit/test_ssl_generate.py::test_caddyfile_injection_eab PASSED     [ 84%]
tests/unit/test_ssl_generate.py::test_sanitize PASSED                    [ 84%]
tests/unit/test_string_utils.py::test_truncate_string_short PASSED       [ 84%]
tests/unit/test_string_utils.py::test_truncate_string_exact PASSED       [ 84%]
tests/unit/test_string_utils.py::test_truncate_string_long PASSED        [ 84%]
tests/unit/test_string_utils.py::test_truncate_string_very_short_max PASSED [ 85%]
tests/unit/test_string_utils.py::test_truncate_string_empty PASSED       [ 85%]
tests/unit/test_system.py::test_system_page PASSED                       [ 85%]
tests/unit/test_system.py::test_system_upgrade PASSED                    [ 85%]
tests/unit/test_system.py::test_system_upgrade_compile_failure PASSED    [ 85%]
tests/unit/test_system.py::test_system_upgrade_rollback_failure PASSED   [ 85%]
tests/unit/test_system.py::test_resolve_uv_bin_found PASSED              [ 86%]
tests/unit/test_system.py::test_resolve_uv_bin_fallback_found PASSED     [ 86%]
tests/unit/test_system.py::test_resolve_uv_bin_not_found PASSED          [ 86%]
tests/unit/test_system_manage.py::test_run_sudo_whitelist_valid PASSED   [ 86%]
tests/unit/test_system_manage.py::test_run_sudo_whitelist_invalid PASSED [ 86%]
tests/unit/test_system_manage.py::test_run_sudo_empty PASSED             [ 86%]
tests/unit/test_system_manage.py::test_system_manage_get PASSED          [ 86%]
tests/unit/test_system_manage.py::test_system_manage_get_unauthorized PASSED [ 87%]
tests/unit/test_system_manage.py::test_system_manage_action_xss PASSED   [ 87%]
tests/unit/test_system_manage.py::test_system_manage_action_df PASSED    [ 87%]
tests/unit/test_system_manage.py::test_system_manage_action_reboot PASSED [ 87%]
tests/unit/test_system_manage.py::test_system_manage_action_invalid PASSED [ 87%]
tests/unit/test_system_manage.py::test_system_manage_action_unauthorized PASSED [ 87%]
tests/unit/test_system_manage.py::test_system_manage_action_no_sudo_password PASSED [ 87%]
tests/unit/test_system_manage.py::test_system_manage_services_no_nginx PASSED [ 88%]
tests/unit/test_system_manage.py::test_resolve_cmd_safe_service_validation PASSED [ 88%]
tests/unit/test_totp.py::TestTOTP::test_generate_secret PASSED           [ 88%]
tests/unit/test_totp.py::TestTOTP::test_secrets_are_unique PASSED        [ 88%]
tests/unit/test_totp.py::TestTOTP::test_get_totp_uri PASSED              [ 88%]
tests/unit/test_totp.py::TestTOTP::test_verify_valid_code PASSED         [ 88%]
tests/unit/test_totp.py::TestTOTP::test_verify_invalid_code PASSED       [ 89%]
tests/unit/test_updater.py::test_check_for_updates_new_version PASSED    [ 89%]
tests/unit/test_updater.py::test_check_for_updates_up_to_date PASSED     [ 89%]
tests/unit/test_updater.py::test_check_for_updates_fetch_fails PASSED    [ 89%]
tests/unit/test_updater.py::test_check_for_updates_no_remote_sha PASSED  [ 89%]
tests/unit/test_updater.py::test_check_for_updates_exception PASSED      [ 89%]
tests/unit/test_updater.py::test_apply_update_success PASSED             [ 89%]
tests/unit/test_updater.py::test_apply_update_failure PASSED             [ 90%]
tests/unit/test_updater.py::test_rollback_success PASSED                 [ 90%]
tests/unit/test_updater.py::test_rollback_git_fails PASSED               [ 90%]
tests/unit/test_updater.py::test_healthcheck_success PASSED              [ 90%]
tests/unit/test_updater.py::test_healthcheck_failure PASSED              [ 90%]
tests/unit/test_updater.py::test_run_cmd_success PASSED                  [ 90%]
tests/unit/test_updater.py::test_run_cmd_timeout PASSED                  [ 90%]
tests/unit/test_updater.py::test_run_cmd_exception PASSED                [ 91%]
tests/unit/test_web_routes.py::TestUnauthenticated::test_login_page PASSED [ 91%]
tests/unit/test_web_routes.py::TestUnauthenticated::test_dashboard_redirects_to_login PASSED [ 91%]
tests/unit/test_web_routes.py::TestUnauthenticated::test_subdomains_redirects_to_login PASSED [ 91%]
tests/unit/test_web_routes.py::TestUnauthenticated::test_apps_redirects_to_login PASSED [ 91%]
tests/unit/test_web_routes.py::TestUnauthenticated::test_containers_redirects_to_login PASSED [ 91%]
tests/unit/test_web_routes.py::TestUnauthenticated::test_container_restart_redirects_to_login PASSED [ 92%]
tests/unit/test_web_routes.py::TestUnauthenticated::test_ssl_redirects_to_login PASSED [ 92%]
tests/unit/test_web_routes.py::TestUnauthenticated::test_security_redirects_to_login PASSED [ 92%]
tests/unit/test_web_routes.py::TestUnauthenticated::test_system_redirects_to_login PASSED [ 92%]
tests/unit/test_web_routes.py::TestUnauthenticated::test_settings_redirects_to_login PASSED [ 92%]
tests/unit/test_web_routes.py::TestSecurityHeaders::test_app_detail_main_domain_display PASSED [ 92%]
tests/unit/test_web_routes.py::TestSecurityHeaders::test_security_headers_on_login PASSED [ 92%]
tests/unit/test_web_routes.py::TestSecurityHeaders::test_health_no_cookie_required PASSED [ 93%]
tests/unit/test_web_routes.py::TestSetup2FA::test_redirects_when_not_logged_in PASSED [ 93%]
tests/unit/test_web_routes.py::TestDebugRoute::test_debug_redirects_to_login PASSED [ 93%]
tests/unit/test_web_routes.py::TestDebugRoute::test_debug_raw_unauthorized PASSED [ 93%]
tests/unit/test_web_routes.py::TestDebugRoute::test_debug_page_authenticated PASSED [ 93%]
tests/unit/test_web_routes.py::TestDebugRoute::test_debug_raw_authenticated PASSED [ 93%]
tests/unit/test_web_routes.py::TestRunHelper::test_run_with_cwd PASSED   [ 93%]
tests/unit/test_web_routes.py::TestSecurityRoutes::test_abuseipdb_check_parameter_injection PASSED [ 94%]
tests/unit/test_web_routes.py::TestSecurityRoutes::test_abuseipdb_check_crlf_mitigation PASSED [ 94%]
tests/unit/test_web_routes.py::TestSecurityRoutes::test_security_overview_authenticated PASSED [ 94%]
tests/unit/test_web_routes.py::TestContainerRestart::test_container_restart_authenticated_not_found PASSED [ 94%]
tests/unit/test_web_routes.py::TestContainerRestart::test_container_restart_authenticated_success PASSED [ 94%]
tests/unit/test_web_routes.py::TestMainDomain::test_deploy_creates_subdomain_and_route PASSED [ 94%]
tests/unit/test_web_routes.py::TestMainDomain::test_deploy_twice_rejected PASSED [ 95%]
tests/unit/test_web_routes.py::TestMainDomain::test_main_domain_delete_calls_remove_main_domain PASSED [ 95%]
tests/unit/test_web_routes.py::TestContainersRoute::test_containers_list_authenticated_with_data PASSED [ 95%]
tests/unit/test_web_routes.py::TestContainersRoute::test_containers_list_unauthenticated PASSED [ 95%]
tests/unit/test_web_routes.py::TestSubdomainFiltering::test_subdomains_list_excludes_main_domain PASSED [ 95%]
tests/unit/test_web_routes.py::TestSubdomainFiltering::test_subdomain_edit_blocks_main_domain PASSED [ 95%]
tests/unit/test_web_routes.py::TestSubdomainFiltering::test_subdomain_delete_blocks_main_domain PASSED [ 95%]
tests/unit/test_web_routes.py::TestSubdomainFiltering::test_run_success PASSED [ 96%]
tests/unit/test_web_routes.py::TestSubdomainFiltering::test_run_empty_output PASSED [ 96%]
tests/unit/test_web_routes.py::TestSubdomainFiltering::test_run_exception PASSED [ 96%]
tests/unit/test_web_routes.py::TestSubdomainFiltering::test_file_checksum_success PASSED [ 96%]
tests/unit/test_web_routes.py::TestSubdomainFiltering::test_file_checksum_exception PASSED [ 96%]
tests/unit/test_web_routes.py::TestAppStatusRoute::test_status_redirects_unauthenticated PASSED [ 96%]
tests/unit/test_web_routes.py::TestAppStatusRoute::test_status_authenticated_active PASSED [ 96%]
tests/unit/test_web_routes.py::TestAbuseIPDBCRLF::test_abuseipdb_blacklist_crlf_mitigation PASSED [ 97%]
tests/unit/test_wp_proxy.py::test_read_env PASSED                        [ 97%]
tests/unit/test_wp_proxy.py::test_read_env_missing PASSED                [ 97%]
tests/unit/test_wp_proxy.py::test_rewrite_urls_html PASSED               [ 97%]
tests/unit/test_wp_proxy.py::test_rewrite_urls_no_match PASSED           [ 97%]
tests/unit/test_wp_proxy.py::test_rewrite_content_html PASSED            [ 97%]
tests/unit/test_wp_proxy.py::test_rewrite_content_css PASSED             [ 98%]
tests/unit/test_wp_proxy.py::test_rewrite_content_json PASSED            [ 98%]
tests/unit/test_wp_proxy.py::test_rewrite_content_binary PASSED          [ 98%]
tests/unit/test_wp_proxy.py::test_fix_cookie_path_root PASSED            [ 98%]
tests/unit/test_wp_proxy.py::test_fix_cookie_path_wpadmin PASSED         [ 98%]
tests/unit/test_wp_proxy.py::test_fix_cookie_path_multi PASSED           [ 98%]
tests/unit/test_wp_proxy.py::test_fix_location_root_relative PASSED      [ 98%]
tests/unit/test_wp_proxy.py::test_fix_location_already_prefixed PASSED   [ 99%]
tests/unit/test_wp_proxy.py::test_fix_location_absolute PASSED           [ 99%]
tests/unit/test_wp_proxy.py::test_auto_login_returns_none_on_missing_password PASSED [ 99%]
tests/unit/test_wp_proxy.py::test_auto_login_subprocess_fails PASSED     [ 99%]
